text,sentiment
amar vabi nai faka chinta hocche 😭,negative
Class er vibe ta so-so kora hoy nai,neutral
Internet ta dekhi parlam na chinta hocche 😡,negative
phone ta vibe ta fire laglo 🔥,positive
result ta bas ghatiya hoilo na 🤬,negative
Result ta puro disgusting hoilo na,negative
Boss er shanti enjoy korlam ✨,positive
chayer adda ta vibe ta birokto gelo 😡,negative
bazar e common thaake,neutral
family te ar ki chalai neyaaaa jay thaake,neutral
Match ta bas masti pelam 🙌???,positive
amar onno rokom pelam 🥳???,positive
Eid er plan mama just okay mathay nai,neutral
assignment ta khoob moderate kora hoy nai!!,neutral
Eid er plan just okay kora hoy nai ...,neutral
Assignmenttt ta vibe ta matha betha gelo ❌,negative
brother er parlam na chintaaaa hocche!!,negative
ajker vabi nai ekdom fresh cupai gelo 😅,positive
internet ta kopaaaaaa enjoy korlam,positive
vibe ta ekdom bakwas atke gelam 😞???,negative
Brother er lit chilo 🙌???,positive
Class er onekta sera hoisechilo 😍,positive
coding ta fatafati pelam 🥳 🙄,positive
Chayer adda ta sotti fire enjoy korlam ❤️ 😅,positive
family te op dekha jabe 🔥,positive
Sokal ta ki bolbo mojadar cupai gelo,positive
Bus e eta to mind blowing dekha jabe!!,positive
chayer adda ta ki bolbo fatafati hoisechilo 😍,positive
Khawa ta vibe ta onno rokom laglo 🥰,positive
family te vibe ta chalai neya jay asol,neutral
Ajker top class dekha jabe 🔥,positive
oir ekdommm fresh enjoy korlam ❤️,positive
Exam er mama so-so choltese,neutral
Amar ki bolbo shanti pelam 🥳,positive
review ta ar ki ekdom fresh laglo 🔥,positive
brother er vabi nai chomokdar chilo!!,positive
Traffic ta faltu chinta hocche,negative
movie ta chalai neya jay mathay nai,neutral
boss er bas kopa chilo 😍!!,positive
ajker puro irritating gelo 🤬 🙄,negative
ajker dekhi faltu atke gelam 🤬,negative
job ta mone hoy kono rokom thaake,neutral
exam er bas super enjoy korlam 🙌,positive
brother er shunlam average thaake???,neutral
Traffic ta mone hoy shanti laglo 💥 :),positive
family te asolei bakwas gelo,negative
eid er plan waste of time baje lagse 🤮 😂,negative
internet ta asolei jossh laglo ✅,positive
assignment ta temon valo na hoy???,neutral
weather ta valoo laglo 🙌,positive
job ta ekdom ghatiya hoye gelo 😞,negative
friend ra khoob averageeeee kora hoy nai,neutral
sokal ta boring baje lagse 😭,negative
Eid er plan bas thik thak mathay nai 🙄,neutral
job ta chomokdar cupai gelo 😍,positive
Match ta ekdom fresh enjoy korlam 😍,positive
Brother er ki bolbo ekdom ghorator hoye gelo 🤬,negative
match ta bakwas baje lagse 👎???,negative
Laptop ta bakwas hoye gelo 👎 😂,negative
Friend ra ki bolbo faka chinta hocche 😭 🙄,negative
ei level up dekha jabe,positive
Khawaaaaa ta jossh laglo 🔥,positive
Traffic ta mama waste of time khuuub khrp 👎,negative
Amar dekhi just okay mathay nai,neutral
chayer adda ta ar ki boring hoye gelo,negative
movie ta ekdom fresh cupai gelo ✨,positive
Chayer adda ta dekhi kono rokom thaake,neutral
assignment ta puro typical choltese,neutral
Family te khub zero level hoye gelo 😭,negative
match ta sera dekha jabe,positive
Boss er vibe ta boring baje lagse 🤬,negative
Movie ta tension er khb kharap 🤬,negative
bus e vibe ta so-so hoy,neutral
class er ghatiya baje lagse 😭,negative
Job ta vibe ta fire hoyeche 🥰,positive
Assignment ta birokto chinta hocche ❌ ...,negative
Friend ra onekhta common hoy,neutral
Ajker mone hoy normal choltese ...,neutral
Coding ta asolei birokto atke gelam,negative
bazar e sera chilo ❤️ 😂,positive
Job ta shunlam josshhhh enjoy korlam 😍,positive
Internet ta puro just okay thaake,neutral
Chayer adda ta khub annoying hoilo na 🤬 :),negative
weather ta mone hoy chalai neya jay mathay nai,neutral
Result ta awesome enjoy korlam ❤️,positive
Chayer adda ta adhure chinta hocche 🤬!!,negative
Gaan ta heavy chilo ✨,positive
Class er onno rokom chilo,positive
khawa ta mone hoy puro baje gelo 🙄,negative
Family te puro birokto hoye gelo 😭 ...,negative
result ta asolei agoonnnnn palam ✅,positive
internet ta ekdom darun hoise 😍 😂,positive
Job ta temon bhalo na hoy,neutral
Result ta moderate thaake,neutral
exam er temon valoo na kora hoy nai,neutral
class er puro ok ache choltese,neutral
Phone ta ekdom tension er atke gelam 🤮???,negative
coding ta vibe ta brilliant chilo 💥???,positive
job ta onno rokommmm laglo ✅,positive
Chayer adda ta mama extreme pelam ✅,positive
exam er matha betha hoilo na 🤮,negative
Class er matha betha gelo 😞,negative
chayer adda ta op cupai gelo 🥳,positive
movie ta op palam,positive
Brother er ekdom fresh laglo ✨,positive
weather ta ar ki useless hoilo na 😭,negative
Amar tension er khuuubbbbb kharaaap 🤬,negative
job ta ki bolbo moderate choltese!!,neutral
Internet ta disgusting hoye gelo 💔,negative
ajker bas ghatiya hoilo na 👎 😅,negative
Class er bas temon valoo na kora hoy nai???,neutral
weatherrrr ta mone hoy lit enjoy korlam 🙌,positive
Sokal ta mind blowing enjoy korlam 🥰,positive
Class er asolei just okay choltese 😅,neutral
Assignment ta slow khuuub khrp 😡,negative
khawa ta puro ok ache mathay nai,neutral
Vibe ta just okay choltese,neutral
Coding ta dekhi matha nosto kharaaap khub kharaaap 🤬,negative
Laptop ta chalai neya jay mathay nai :),neutral
Family te ki bolbo ok ache choltese!!,neutral
Sokal ta matha betha gelo 👎,negative
Brother er bas average hoy,neutral
Class er dekhi chalai neya jay thaake :),neutral
family te khoob typical hoy,neutral
Oir matha nosto khrp atke gelam 👎 😂,negative
Amar mama chalai neya jay choltese,neutral
ajker kopa laglo ✨!!,positive
Sokal ta irritating baje lagse,negative
exam er sotti heavy enjoy korlam 🥰,positive
movie ta shunlam boring hoye gelo 😭,negative
internet ta annoying baje lagse 💔 🙄,negative
Assignment ta mone hoy awesome pelam,positive
sokal ta mone hoy darun pelam 😍,positive
friend ra zero level chinta hocche 🤮,negative
Eid er plan ki bolbo chalai neyaaa jay thaake!!,neutral
movie ta chomokdar dekha jabe 😍 ...,positive
Ei vabi nai parlam na hoilo na ❌,negative
family te eta to temon blo na thaake 😅,neutral
ei khuuub just okay choltese???,neutral
vibeee ta just okay thaake 😅,neutral
Boss er typical mathay nai,neutral
Vibe ta khoob lit chiloooo ...,positive
Weather ta sotti temon blo na asol,neutral
Movie ta matha betha gelo 😞,negative
result ta ar ki onno rokom palam,positive
Ei puro brilliant chilo ❤️,positive
Job ta sotti irritating atke gelam 😡,negative
movie ta mone hoy thik thak mathay nai!!,neutral
phone ta jossh dekha jabe???,positive
khawa ta asolei typical kora hoy nai,neutral
boss er vibe ta op enjoy korlam ❤️!!,positive
Gaan ta puro so-so thaake :),neutral
Amar mama jossh laglo 🥳,positive
ajker ki bolbo lit palam ✅,positive
Laptop ta bas common mathay nai :),neutral
Bus e bas chalai neya jay hoy,neutral
Family te khuuub waste of time baje lagse 👎 🙄,negative
class er thik thak kora hoy nai :),neutral
Chayer adda ta super palam 😍,positive
Chayer adda ta puro ok ache mathay nai,neutral
Khawa ta moderate choltese,neutral
ajker vibe ta matha nosto kharap hoilo na 🤬 ...,negative
Bus e ekdom matha betha hoye gelo!!,negative
match ta sotti moderate kora hoy nai,neutral
chayer adda ta slow baje lagse 🤮,negative
brother er asolei birokto hoilo na 👎 :),negative
match ta jossh laglo ✨ ...,positive
Oir ok ache choltese,neutral
weather ta irritating atke gelam ❌,negative
Eid er plan masti chilo 🥰,positive
traffic ta dekhi thik e ache hoy,neutral
Vibe ta eta to matha nosto kharaaap hoilo na!!,negative
movie ta super laglo 🥳,positive
Oir dekhi super chilo 💥,positive
Oir moderate choltese,neutral
eid er plan matha nosto khrp khoob khrp 🙄,negative
Brother er ghatiya hoilo na 🤮???,negative
Class er ghatiya atke gelam 😞,negative
Match ta super enjoy korlam 🙄,positive
review ta sotti zero level atke gelam,negative
Phone ta dekhi level up dekha jabe 🔥,positive
Traffic ta mind blowing dekhaaaaa jabe 🙌,positive
job ta ar ki fatafati hoisechilo 🙌,positive
phone ta tension er khoob kharaaap 😂,negative
Sokal ta eta to awesome palam ❤️,positive
Match ta ar ki so-so thaake,neutral
Class er extreme cupai gelo 😂,positive
assignment ta sotti chalai neya jay choltese,neutral
Family te adhure gelo 🤬 🙄,negative
Laptop ta typical kora hoy nai,neutral
Traffic ta khoob mojadar hoyeche ✅ 😂,positive
Movie ta ar ki matha nosto khrp hoye gelo 👎,negative
gaan ta vabi nai ekdom ghorator hoilo na ❌,negative
Internet ta darun laglo :),positive
Bazar e onekkkta mojadar laglo 💥,positive
Ei vibe ta mind blowing laglo 😍???,positive
Chayer adda ta matha betha hoilo na,negative
Oir vibe ta birokto khuuub khrp 😡,negative
Chayer adda ta ok ache hoy ...,neutral
amar bakwas hoilo na 🤬,negative
Brother er mind blowinggg hoise 💥,positive
Brother er ar ki masti dekha jabe 😍???,positive
Coding ta kopa laglo ✨,positive
Laptopppppp ta bas tension er hoye gelo 🤬,negative
Traffic ta ekdom ghorator geloooo 👎,negative
Friend ra boring atke gelam 💔,negative
Chayer adda ta ki bolbo typical choltese,neutral
sokal ta boring baje lagse 💔,negative
brother er adhure chinta hoccheeee,negative
Job ta irritating atke gelam 😞,negative
Laptop ta vabi nai tension er gelo ❌,negative
Vibe ta onkta tension er gelo 😞 🙄,negative
Eid er plan eta to moderate kora hoy nai,neutral
ei ekdom ghorator khoobbbb kharap???,negative
Chayer adda ta khub moderate kora hoy nai!!,neutral
amar shunlam adhure gelo 👎,negative
Exam er vabi nai faltu chinta hocche 🤬,negative
Laptop ta adhure hoye gelo 🤬 :),negative
ajker sotti faltu atke gelammmm 🤮 ...,negative
eid er plan agoon cupai gelo 😍,positive
Reviewww ta asolei masti pelam 💥???,positive
Job ta puro birokto hoilo na 🤮 :),negative
family te shunlam masti dekha jabe 🔥,positive
movie ta mama agoon pelam???,positive
brother er eta to annoying hoye gelo 😞,negative
gaan ta sotti boring khoob khrp,negative
internet ta chomokdar laglo ❤️,positive
Weather ta puro thik e ache thaakeeeeee,neutral
Weather ta khuuub lit enjoy korlam,positive
Review ta just okay hoy 🙄,neutral
Chayer adda ta eta to thik thak mathay nai 🙄,neutral
weather ta asolei so-so kora hoy nai,neutral
ajker super cupai gelo ❤️???,positive
Oir awesome enjoy korlam 😍!!,positive
eid er plan matha betha chinta hocche 😅,negative
amar matha betha baje lagse 🤮,negative
Bazar e dekhi ekdom ghorator hoilo na 😞 :),negative
vibe ta khb common choltese,neutral
Oir zero level atke gelam 💔 🙄,negative
coding ta mone hoy op pelam 😍,positive
job ta ar ki waste of time hoye gelo,negative
vibe ta mone hoy common kora hoy nai 🙄,neutral
friend ra temon blo na mathay nai,neutral
job ta ar ki blo laglo ✨ ...,positive
brother er vibe ta annoying gelo 😡,negative
Gaan ta dekhi puro baje gelo 😞,negative
Internet ta parlam na khoob khrp 😞 😂,negative
Job ta khub bakwas khub kharap 😡,negative
job ta kono rokom thaake,neutral
Family te level up chilo 🙌,positive
ajker ar ki kono rokom asol 😂,neutral
Laptop ta sotti jossh dekha jabe 💥,positive
Assignment ta mone hoy just okay cholteseeeeee,neutral
sokal ta ekdom shanti palam ✨!!,positive
Phone ta bas shanti dekha jabe ...,positive
Traffic ta blo enjoy korlam 🥰,positive
Brother er mama ok ache asol,neutral
Chayer adda ta ekdom kono rokom thaake,neutral
Eid er plan khoob op chilo,positive
chayer adda ta just okay kora hoy nai,neutral
Khawa ta ar ki heavy cupai gelo 🥰,positive
Gaan ta mama bhalo palam ❤️,positive
Traffic ta khub so-so thaake,neutral
oir top class palam 🙌,positive
Movie ta mone hoy kono rokom kora hoy nai???,neutral
Ei fire chilo 🙌 😂,positive
Review ta khuuub waste of time hoilo na 🤮,negative
coding ta chalai neya jay thaake 😂,neutral
Gaan ta ekdom slow baje lagse,negative
Result ta puro ekdommmm ghorator gelo,negative
Exam er ki bolbo awesome hise 🥳 :),positive
Vibe ta awesome hoisechilo ✅,positive
assignment ta mone hoy ghatiya khub khrp 👎,negative
eid er plan asolei top class laglo,positive
laptop ta shunlam zero level khuuub kharaaap 👎 😂,negative
weather ta puro chalai neya jay choltese 🙄,neutral
Ajker zero level khub kharap 😭 ...,negative
assignmentttttt ta mind blowing palam,positive
Khawa ta puro thik e ache hoy 😂,neutral
Laptop ta onkta fatafati pelam,positive
amar bas moderateee hoy,neutral
weather ta dekhi ekdom ghorator chinta hocche ❌ 😅,negative
khawa ta common asol,neutral
Match ta extreme dekha jabe 😍 😅,positive
laptop ta normal thaake,neutral
Friend ra bas ok ache asol,neutral
bazar e asolei awesome enjoy korlam,positive
class er dekhi adhure hoilo na,negative
phone ta ok ache asollll,neutral
internet ta dekhi kono rokom choltese???,neutral
Assignment ta bas just okay choltese,neutral
weather ta common asol!!,neutral
eid er plan ekdom so-so mathay nai,neutral
Sokal ta brilliant enjoy korlam 🙌,positive
Chayer adda ta ar ki kopa pelam 🔥,positive
Ajker extreme hoisechilo 💥,positive
Phone ta mama fatafati palam 🙌,positive
Bus e fatafati enjoy korlam 🙄,positive
traffic ta asolei mojadar pelam 🥳,positive
Sokal ta dekhi temon valoo na asol,neutral
Exam er bas slowwww hoye gelo,negative
Bazar e ki bolbo annoying gelo :),negative
Assignment ta mind blowing pelam 🔥 ...,positive
Ei onekhta ekdom ghoratorrrr gelo 😡,negative
class er matha betha chinta hocche 😭,negative
Brother er bas ghatiya khuuubbbbbb khrp 😡,negative
brother er khoob bakwas hoye gelo 😭 ...,negative
Gaan ta ekdom adhure chinta hocche,negative
result ta faltu khub kharap 🤬,negative
amar mama ok ache mathay nai 😅,neutral
Result ta mama average asol,neutral
Bus e kono rokom asol,neutral
Friend ra temon valoo na choltese,neutral
Family te ar ki masti dekha jabe 🙌,positive
movie ta typical thaakeeeeee,neutral
Exam er sotti ok ache choltese,neutral
Match ta fire dekha jabe,positive
gaan ta thik e ache mathay nai,neutral
Phone ta dekhi useless hoye gelo 💔 ...,negative
Family te ki bolbo matha nosto khrp bajeeee lagse 😞,negative
Family te bas faka atke gelam 👎,negative
friend ra asolei just okay asol,neutral
Brother er ekdom fresh pelam ✨ ...,positive
Ei ekdom agoon dekha jabeee???,positive
Bus e asolei moderate hoy 😂,neutral
review ta puro just okay kora hoy nai 😂,neutral
match ta eta to useless chinta hocche 😞,negative
result ta irritating hoye gelo,negative
Class er moderate hoy!!,neutral
Amar mone hoy mind blowing palam 💥,positive
Oir asolei chomokdar laglo ✅!!,positive
Amar kopa pelam ✅,positive
Traffic ta bas matha nosto khrp atke gelam 😡,negative
ajker ar ki matha nosto khrp gelo 💔 😅,negative
khawa ta asolei shanti hoise 😍,positive
Ei khb temon bhalo na asol 😅,neutral
Assignment ta ekdom ghatiya gelo 🤬 😅,negative
Sokal ta sotti jossh pelam 🔥,positive
Boss er shunlam thikkkk e ache hoy,neutral
bus e khoob useless gelo 😡,negative
Assignment ta sera pelam 🙄,positive
exam er mama so-so kora hoy nai,neutral
Bazar e kopa enjoy korlam 😍,positive
friend ra dekhi op palammmmmm,positive
Movie ta top class dekha jabe,positive
Job ta ar ki ekdom fresh dekha jabe 🥳 ...,positive
assignment ta dekhi temon valo na mathay nai,neutral
Bazar e mone hoy thikkkkkk thak asol???,neutral
Exam er dekhi fire cupai gelo ✅ 😅,positive
coding ta average thaake 🙄,neutral
class er dekhi average mathay nai 😂,neutral
Job ta ekdom ghatiya baje lagse 😞,negative
Traffic ta vabi nai waste of time gelo???,negative
Eid er plan ar ki chalai neya jay thaake???,neutral
assignment ta shunlam moderate thaake,neutral
Job ta temon blo na asol ...,neutral
Movie ta bas onno rokom cupai gelo,positive
Bazar e khub common hoy 😂,neutral
Traffic ta khuuub mind blowing hoyeche 🥳!!,positive
sokal ta khuuub ghatiya atke gelam 👎,negative
bus e shunlam useless chinta hocche 😞 :),negative
Review ta shunlam puro baje khb kharap 👎 ...,negative
Chayerrr adda ta just okay thaake,neutral
result ta vibeee ta normal asol 😅,neutral
Vibe ta ki bolbo temon valoo na choltese,neutral
Vibe ta puro baje khub khrpppppp 😞!!,negative
gaan ta adhure hoye gelo 😡 😂,negative
khawa ta bakwas gelo 🤬???,negative
Gaan ta khb chalai neya jay mathay nai,neutral
Exam er asolei bakwas baje lagse 😞 😂,negative
Review ta mone hoy chalai neya jay kora hoy nai :),neutral
assignment ta kopa chilo,positive
Movie ta typical asol,neutral
gaan ta ki bolbo onno rokom enjoy korlam ❤️ 🙄,positive
friend ra shunlam jossh enjoy korlam,positive
Sokal ta top class laglo :),positive
